ID|Type|Original line|The translation
42|Speech (Player)|He's chasing me, I better get to the house quick!|Ele está me perseguindo, é melhor eu chegar em casa rápido!
43|Speech (Player)|Hey Dipsy...|Oi Dipsy...
44|Speech (Dipsy (Hungry))|Hey.|Oi.
45|Speech (Player)|It still works, but I don't need it right now.|Ele ainda funciona, mas eu não preciso dele agora.
46|Speech (Tinky Winky)|........................................|.........................................
47|Speech (Player)|Wait, where are you going!?|Espera, onde você está indo!?
|Speech (Tinky Winky)|Wow PO don't be so rude.|Uau Po não seja tão rude.
49|Speech (Player)|Get used to it.|Vai se acostumando.
50|Speech (Tinky Winky)|*Tinky Winky is offended*|*Tinky Winky está ofendido*
51|Speech (Player)|Power is now on, time to make some custard!|A energia está ligada agora, hora de fazer um pouco de custard!
52|Speech (Player)|We should get you a rain coat.|Nós devemos pegar uma capa de chuva para você.
53|Speech (Noo Noo)|That would be practical.|Isso seria prático.
54|Speech (Player)|Alright, now time to fix the custard machine...|Tudo certo, agora vou consertar a máquina de creme.
55|Speech (Player)|Will you just go away?|Você vai embora?
56|Speech (Noo Noo)|You should treat others how you'd like to be treated.|Você deve tratar os outros como você gostaria de ser tratado.
57|Speech (Lala)|I don't really feel like playing...|Eu realmente não quero brincar...
58|Speech (Tinky Winky)|Hi Po, I'm getting hungry...|Oi Po, estou ficando com fome...
59|Speech (Player)|Me too! Lets go inside and get tubby custard.|Eu também! Vamos lá dentro pegar creme gostoso!
60|Speech (Tinky Winky)|Ok! But you should talk to LaLa first, she's been upset all day.|"Tá! Mas você deveria falar com a Laa Laa primeiro,  "
61|Speech (Player)|Uh oh! The machine is broken again, I guess I better fix it.|Uh oh! A máquina está quebrada de novo, acho melhor consertá-la.
62|Speech (Tinky Winky)|Please hurry, I'm so hungry! Go fetch the tool box.|Por favor depressa, estou com muita fome! Vá buscar a caixa de ferramentas.
63|Speech (Player)|Here you go Tinky Winky!|Aqui está Tinky Winky!
64|Speech (Tinky Winky)|Thank you PO! I couldn't live without you.|Obrigado Po! Eu não poderia viver sem você.
65|Speech (Player)|Guys wake up, Tinky Winky broke the custard machine and left!|Gente, acorda, Tinky Winky quebrou a máquina de custard e foi embora!
66|Speech (Lala)|...Huh what? why?|...Como é? por quê?
67|Speech (Player)|I don't know but I'm worried.  We need to find him.|Não sei, mas estou preocupado. Precisamos encontrá-lo.
68|Speech (Lala)|Ok, go get a torch from the work bench and I'll be up in a minute.|Ok, vá buscar uma lanterna na bancada de trabalho e eu vou estar de pé em um minuto.
69|Speech (Dipsy (Hungry))|*zzz*... You guys go on, I'll wait here in case he comes back.. *zzz*|*zzz*... Vocês vão, espero aqui caso ele volte... *zzz*
70|Speech (Player)|I'm getting kinda hungry.|Estou ficando com um pouco de fome.
71|Speech (Noo Noo)|There is custard back at our home.|Há um creme de volta em nossa casa.
72|Speech (Player)|Chear up Laa Laa, I made some custard for you to make you feel better.|Anime-se Laa Laa, eu fiz um pouco de creme para fazer você se sentir melhor.
73|Speech (Lala)|*sniff* Thank you Po, you are a true friend.|*sniff* Obrigada Po, você é uma verdadeira amiga.
74|Speech (Lala)|*La La feels a bit better*|*Laa Laa se sente um pouco melhor*
74|Speech (Lala)|*Laa Laa feels a bit better*|*Laa Laa se sente um pouco melhor*
75|Speech (Player)|I'm just playing, it's great fun!|Estou apenas brincando, é muito divertido!
76|Speech (Noo Noo)|I am glad you are enjoying yourself.|Estou feliz que você esteja se divertindo.
77|Speech (Lala)|Oh hi again Po... *sniff*|Ah, oi de novo Po... *sniff*
78|Speech (Player)|Ok, time to find Tinky Winky...|Tá, hora de encontrar Tinky Winky...
79|Speech (Lala)|Hey! Why did you do... um... it's okay, I didn't want to play with it anyway.|Ei! Por que você fez... hum... tudo bem, eu não queria brincar mesmo.
80|Speech (Player)|Hello Noo Noo!|Olá Noo Noo!
81|Speech (Noo Noo)|Greetings Po.|Saudações Po.
82|Speech (Dipsy (Hungry))|Oh if you are making custard, make me some too!|Oh se você estiver fazendo custard, faça pra mim também!
83|Speech (Lala)|No.. I had a bad dream last night, it was about us and bad things happened... but I can't remember what.|Não... Eu tive um pesadelo na noite passada, era sobre nós e coisas ruins aconteceram... mas não consigo lembrar o quê.
84|Speech (Player)|Sounds scary, but it was just a dream.. try to forget about it.|Parece assustador, mas foi apenas um sonho. Tente esquecer isso.
85|Speech (Player)|Here you go Dipsy!|Aqui está Dipsy!
86|Speech (Dipsy (Hungry))|Thank you PO, don't forget about yourself! You must be hungry.|Obrigado Po, mas não se esqueça de você! Você deve estar faminta.
87|Speech (Player)|That sucks.|Isso é uma droga.
88|Speech (Noo Noo)|Yes, it does.|Sim, de fato.
89|Speech (Player)|They are so pretty!|Elas são tão bonitas!
90|Speech (Player)|It's not for me, I prefer cold weather...|Não é pra mim, eu prefiro clima frio.
91|Speech (Noo Noo)|Information noted.|Anotado.
92|Speech (Tinky Winky)|Eh-Oh! I want tubby custard!|Eh-Oh! Eu quero tubby custard!
93|Speech (Player)|Me too! Lets go inside and get some.|Eu também! Vamos lá dentro pegar um pouco.
94|Speech (Tinky Winky)|Ok! But you should talk to LaLa first, she's been upset all day.|Está bem! Mas você deveria falar com a Laa Laa primeiro, ela esteve para baixo o dia todo.
95|Speech (Lala)|...Yeah...|...É...
96|Speech (Player)|Would you like to play Noo Noo?|Você gosta de brincar, Noo Noo?
97|Speech (Noo Noo)|Perhaps later, Po.|Talvez mais tarde, Po.
98|Speech (Player)|Grow up La La, I don't want to hear it... Now shut up and eat.|Cresça Laa Laa, eu não quero ouvir isso... Agora cale a boca e coma.
99|Speech (Lala)|*La La is scared*|*Laa Laa está assustada*
99|Speech (Lala)|*Laa Laa is scared*|*Laa Laa está assustada*
100|Speech (Player)|Phew! That should do it.|Ufa! Isso deve resolver.
101|Speech (Tinky Winky)|Yay you did it, tubby custard!|Yay você conseguiu, tubby custard!
102|Speech (Dipsy (Hungry))|Could you please make custard and hand it out to each of us? We're hungry!|Você poderia fazer creminho e entregar a cada um de nós? Estamos famintos!
103|Speech (Player)|Yeah, sure... I guess I'll make my own once I've made enough for you guys.|Sim, claro... acho que vou fazer pra mim depois que tiver entregado a vocês.
9|Speech (Dipsy (Hungry))|It should be on the tool rack near the beds.|Deve estar no suporte de ferramentas perto das camas.
10|Speech (Player)|Alright thanks!|Tudo bem, obrigado!
104|Speech (Player)|No power.|Sem energia.
105|Speech (Player)|The view from the lake today is wonderful, I'm embracing it.|A vista do lago hoje é maravilhosa, estou abraçando-a.
106|Speech (Noo Noo)|What I see is danger, I am not waterproof.|O que eu vejo é perigo, eu não sou à prova d'água.
107|Speech (Player)|Tinky Winky! Are you around here?|Tinky Winky! Você está por aqui?
108|Speech (Player)|I guess I should look around...|Acho que eu devo olhar ao redor...
109|Speech (Player)|Hey Dipsy...|Oi Dipsy...
110|Speech (Dipsy (Hungry))|Hey.|Oi.
111|Hotspot|Flowers|Flores
112|Hotspot|Toggle Power (On)|Alternar Energia (On)
113|Hotspot|Builders Torch|Lanterna de Construtor
114|Hotspot|Laa Laa|Laa Laa
115|Hotspot|Flowers|Flores
116|Hotspot|Flowers|Flores
117|Hotspot|Custard Machine|Máquina de Creme Gostoso
118|Hotspot|Laa Laa's Ball|Bola da Laa Laa
119|Hotspot|Tinky Winky|Tinky Winky
120|Hotspot|Enter House|Entrar na Casa
121|Hotspot|Dipsy|Dipsy
122|DialogueOption|Are you ok?|Você está bem?
123|DialogueOption|Do you want to play?|Você quer brincar?
124|DialogueOption|Goodbye!|Adeus!
125|DialogueOption|[Wake The Others]|[Acordar os Outros]
126|DialogueOption|[Follow Tinky Winky Alone]|[Seguir Tinky Winky Sozinha]
127|DialogueOption|Have you found your hat yet?|Você já encontrou seu chapéu?
128|DialogueOption|Do you know where the tool box is?|Você sabe onde a caixa de ferramentas está?
129|DialogueOption|Goodbye!|Adeus!
130|DialogueOption|(Enter House)|(Entrar na Casa)
131|DialogueOption|(Stay)|(Ficar)
132|DialogueOption|What are you doing?|O que você está fazendo?
133|DialogueOption|Get back into bed its late.|Volte pra cama está tarde.
134|DialogueOption|You broke the machine!|Você quebrou a máquina!
135|DialogueOption|[Left]|[Esquerda]
136|DialogueOption|[Right]|[Direita]
137|DialogueOption|Would you like to play?|Você quer brincar?
138|DialogueOption|I'm getting hungry.|Estou ficando com fome.
139|DialogueOption|That sucks.|Isso é uma droga.
140|DialogueOption|We should get you a rain coat.|Devemos pegar uma capa de chuva pra você.
141|DialogueOption|I didn't mean to be rude.|Eu não queria ser rude.
142|DialogueOption|Go away.|Vá embora.
143|DialogueOption|[Comfort]|[Confortar]
144|DialogueOption|[Insult]|[Insultar]
145|DialogueOption|Hi Tinky Winky..|Oi Tinky Winky..
146|DialogueOption|Eh-Oh!|Eh-Oh!
147|DialogueOption|Out of my way!|Sai da frente!
148|DialogueOption|\Hidden|\Escondido
149|DialogueOption|Have you found your hat yet?|Você já encontrou o seu chapéu?
150|DialogueOption|Do you know how to turn on the custard machine?|Você sabe como ligar a máquina de creme?
151|DialogueOption|Goodbye!|Adeus!
152|DialogueOption|Hello Noo Noo!|Oi Noo Noo!
153|DialogueOption|It's nice and warm.|Está bom e quente
154|DialogueOption|I prefer cold weather...|Eu prefiro clima frio...
155|DialogueOption|I'm having fun!|Estou me divertindo!
156|DialogueOption|I'm just enjoying the view.|Estou apenas aproveitando a vista.
157|DialogueOption|None of your concern.|Não é da sua conta
158|Speech (Player)|It's dark, I'll need to get my night vision camera from the storage room before going outside.|Está escuro, eu preciso pegar minha câmera de visão noturna da despensa antes de sair.
159|Speech (Player)|The storage room is locked, I can unlock it from the control room...|A despensa está trancada, posso desbloqueá-la da sala de controle...
160|Speech (Player)|Once I get these custards I should go to the satellite station for help.|Assim que eu pegar esses creminhos eu deveria ir à estação do satélite para obter ajuda.
161|Speech (Player)|Other tubbies will be there.|Outros tubbies estarão lá.
162|Speech (Player)|I must hurry!|Eu tenho que me apressar!
163|Speech (Player)|This is the control room... I forget how to open this door.|Essa é a sala de controle... eu esqueci como abre essa porta.
164|Speech (Player)|The door is sealed.  I need to unlock it from the control room.|Essa porta está selada. Eu preciso destrancá-la na sala de controle.
165|Speech (Player)|The control room is on the right.|A sala de controle está à direita.
166|Speech (Player)|A pipe, this could be useful.|Um tubo, isso pode ser útil.
167|Speech (Player)|Alright, lets go get the remaining custards before they do any more damage.|Certo, vamos buscar os cremes restantes antes de fazerem mais danos.
168|Speech (Player)|Ok, now time to unlock the storage room door.  The door controls should be in here somewhere.|Ok, agora é hora de destrancar a porta da despensa. Os controles da porta devem estar aqui em algum lugar.
169|Speech (Player)|There is a pipe missing here...|Há um tubo faltando aqui...
170|Speech (Player)|Hmm, nothing happened... I should check the pipeline.|Hmm, nada aconteceu ... Eu deveria verificar a tubulação.
171|Speech (Player)|Alright... Now I need to apply maximum pressure into the main pipeline.|Tudo bem ... Agora eu preciso aplicar a pressão máxima na tubulação principal.
172|Speech (Player)|The meter dial will be deep in the red zone once this is complete.|O mostrador do medidor estará no fundo da zona vermelha assim que isto estiver completo.
173|Speech (Player)|The meter dial will be in the red zone once this is complete.|O mostrador do medidor estará na zona vermelha assim que isso estiver completo.
174|Speech (Player)|That should do it, now lets go get that night vision camera.|Isso deve resolver, agora vamos buscar essa câmera de visão noturna.
175|Speech (Narrator)|(COULD NOT CONNECT TO SATELLITE STATION)|(NÃO FOI POSSÍVEL SE CONECTAR À ESTAÇÃO DE SATÉLITE)
176|Speech (Player)|Dang it, For some reason I can't contact the satellite station for help...|Droga, por algum motivo, não consigo entrar em contato com a estação do satélite para obter ajuda.
177|Speech (Player)|It looks like I'm on my own for now.|Parece que estou sozinho por enquanto.
178|Speech (Player)|I wont be able to get help from here, I'll need to go to the satellite station and tell everyone what happened.|Eu não vou conseguir obter ajuda daqui, eu prerciso ir para a estação de satélite e contar a todos o que aconteceu.
179|Speech (Player)|Hmm...|Hum...
180|Speech (Player)|Pressure is at maximum, I should be able to open the control room door now.|A pressão está no máximo, eu devo ser capaz de abrir a porta da sala de controle agora.
181|Hotspot|Night Vision Camera|Câmera de Visão Noturna
182|Hotspot|Missing Pipe|Tubo Desaparecido
183|Hotspot|Door Controls|Controles da Porta
184|Hotspot|Pipe|Tubo
185|Hotspot|Turn Valve|Girar a Válvula
186|Hotspot|Pipe System|Sistema de Tubulação
187|Speech (Player)|Tinky Winky is still around, I need to be careful...|Tinky Winky ainda está por perto, eu preciso ter cuidado...
188|Speech (Player)|Tinky winky, snap out of it! This isn't you..|Tinky Winky, dá o fora! Isso não é seu...
189|Speech (Player)|Oh my god...|Ai meu deus...
190|Speech (Player)|I need to get to the satellite station through the mountains or through the cave NOW!|Preciso chegar à Estação de Satélite através das montanhas ou da caverna AGORA!
191|Speech (Player)|Where should I go look for custards next?|Onde eu devo procurar por cremes agora?
192|Speech (Player)|Hmm... no custard here.  Maybe it's outside the house.|Hum... sem creme aqui. Talvez esteja fora da casa.
193|Speech (Player)|The custard should be around here somewhere.|O creme deve estar por aqui em algum lugar.
194|Speech (Player)|Ok, a custard should be somewhere in this area...|Ok, um creme deve estar em algum lugar nessa área...
195|Speech (Player)|This path leads to the lake.  Let's hope I don't run into Tinky Winky...|Este caminho leva ao lago. Espero que eu não encontre Tinky Winky...
196|Speech (Player)|Ah ha! The first custard.  According to my computer there should be four more custards in the area.|Ahá! O primeiro creme. De acordo com o meu computador, deve haver mais quatro creminhos na área.
197|Speech (Player)|I hope I can get them before it's too late...|Espero que eu possa pegá-los antes que seja tarde demais...
198|Speech (Player)|The entrance to the cave, there should be a custard around here somewhere...|A entrada da caverna, deve haver um creme por aqui em algum lugar...
199|Speech (Player)|...I'm so sorry....|...Eu sinto muito...
200|Speech (Player)|If I'm correct, there should be a custard up ahead.|Se eu estiver correto, deve haver um creme à frente.
201|Speech (Player)|The sooner I get these custards, the sooner I can go get help from the satellite station...|Quanto mais cedo eu pegar esses cremes, mais cedo eu poderei buscar ajuda na estação de satélite...
202|Hotspot|Custard|Creme
203|Hotspot|Custard|Creme
204|Hotspot|Custard|Creme
205|Hotspot|Custard|Creme
206|Hotspot|Custard|Creme
207|DialogueOption|Last known location of Po|Último lugar onde Po foi vista
208|DialogueOption|Lake|Lago
209|DialogueOption|Cave|Caverna
210|DialogueOption|Teletubby house|Casa Teletubby
211|Speech (Player)|This cave is full of dead ends...|Esta caverna está cheia de becos sem saída
212|Speech (Player)|Not again!|De novo não!
213|Speech (Player)|Finally, the exit!|Finalmente, a saída!
214|Speech (Player)|Just a little further...|Apenas um pouco mais...
215|Speech (Player)|What is that thing!?|O que é essa coisa?
216|Speech (Player)|I need to get to the other side of this cave, it will lead to the outskirts.|Eu preciso chegar ao outro lado desta caverna, isso levará aos arredores.
217|Speech (Player)|I can't believe Tinky Winky turned into a monster...|Não posso acreditar que Tinky Winky se transformou em um monstro...
218|Speech (Player)|I'm surprised this cave hasn't collapsed yet...|Estou surpreso por esta caverna ainda não ter desabado...
219|Speech (Player)|What was that? ...-I should be careful.|O que é que foi isso? ...-Devo ter cuidado.
220|Speech (Player)|Day 22. They didn't find out about the journal, but I don't know how long I can hide it, they almost find it last time.|Dia 22. Eles não descobriram o diário, mas não sei por quanto tempo eu posso esconder, eles quase o acharam da última vez.
221|Speech (Player)|Anyway, testing has been painful lately, they made me-...|De qualquer maneira, o teste tem sido doloroso ultimamente, eles me fizeram-...
|Anyway, testing has been painful lately, they made me-...||
|||
222|Speech (Player)|...-The rest of the note is ripped.|...-O resto da nota está rasgado.
223|Speech (Player)|Day 1. Today I decided to write a journal to tell my adventures with the bestest friends ever!|Dia 1. Hoje decidi escrever um diário para contar minhas aventuras com os melhores amigos de sempre!
224|Speech (Player)|These coat men brought us papers and crayons to draw what we want...|Estes homens de casaco nos trouxeram papéis e lápis de cor para desenhar o que queremos...
225|Speech (Player)|...and we drew the best friend trio!|Eles são meus únicos mas melhores amigos, e eu os amo!
226|Speech (Player)|They are my only but best friends, and I love them!|Eles são meus únicos mas melhores amigos, e eu os amo!
227|Speech (Player)|I hear coat men, I must hide the journal, they will punish me with electricity if they... find out.|Eu ouço os homens de casaco, devo esconder o diário, eles me punirão com eletricidade se eles... descobrirem.
228|Speech (Player)|There is no way I can jump across that.|Não há nenhuma maneira de pular por isso.
229|Speech (Player)|Stop ripping my journals.|Pare de rasgar meus diários.
230|Speech (Player)|Day 54. They found my journal and ripped it apart! 22 days thrown to the trash...|Dia 54. Eles encontraram meu diário e o rasgaram em pedacinhos! 22 dias jogados no lixo...
231|Speech (Player)|In other news, 53 has been feeling sick! He feels awful, but the coat men won't help!|Outra notícia, 53 tem se sentido doente! Ele se sente horrível, mas os homens de casaco não vão ajudar!
232|Speech (Player)|This is sad, I hope he gets better!|Isso é triste, espero que ele melhore!
233|Speech (Player)|I wonder when will they give us real names...|Eu me pergunto quando eles nos darão nomes reais...
234|Speech (Player)|That was close, I don't think he can get me in here...|Essa foi por pouco, não acho que ele possa me pegar aqui...
235|Speech (Player)|I need to get to the other side of this cave, it will lead to the outskirts.|Eu preciso chegar ao outro lado desta caverna, isso levará aos arredores.
236|Speech (Player)|Day ?????????. What day is it?|Dia ?????????. Que dia é hoje?
237|Speech (Player)|They're gone! ******* turned into a monster!|Eles foram embora! ******* se transformou em um monstro!
238|Speech (Player)|******* ran away and I might not see him ever again. I miss them.|******* fugiu e talvez eu não o visse nunca mais. Eu sinto falta deles.
239|Speech (Player)|Oh god, what is happenin-|Oh deus, o que está acontecen-
240|Speech (Player)|.............RUN.............|.............CORRE.............
|.............RUN.............||
|||
241|Speech (Player)|...-What in the world happened here?|...-O que aconteceu aqui?
242|Speech (Player)|HERE THEY COME .  HELP THEY SAW .  MY JOURNAL.|LÁ VEM ELES . SOCORRO ELES VIRAM . MEU DIÁRIO
243|Hotspot|Page|Página
244|Hotspot|Page|Página
245|Hotspot|Page|Página
246|Hotspot|Page|Página
247|Hotspot|Page|Página
248|Hotspot|Page|Página
249|Hotspot|Jump|Pular
250|Hotspot|Pit|Cova
251|Hotspot|Pit|Cova
252|Hotspot|Page|Página
253|Speech (Player)|Who is that? I can hear someone talking...|Quem é aquele? Eu posso ouvir alguém falando...
254|Speech (Unit 437)|Halt!  Where do you think you're going?|Pare! Onde você acha que está indo?
255|Speech (Unit 437)|I am meant to chop you up and cook you for the master tomorrow.|Tenho a intenção de cortá-lo e cozinhar você para o mestre amanhã.
256|Speech (???)|*Loud Yell*|*Grito Alto*
257|Speech (Player)|Oh no, It knows I'm gone!|Ah não, sabe que eu sumi!
258|Speech (Player)|I must get away quickly!|Tenho que fugir rápido!
259|Speech (Player)|I need to listen carefully...|Preciso ouvir com atenção...
260|Speech (Player)|If I remember correctly, I was on the other side of this frozen lake when I was attacked.|Se eu me lembro bem, eu estava do outro lado deste lago congelado quando fui atacado.
261|Speech (Player)|I need to get my night vision camera before going to the outskirts.|Preciso pegar minha câmera de visão noturna antes de ir para os arredores.
262|Speech (Player)|It's so cold...|Está tão frio...
263|Speech (Player)|Custard, this far up in the mountains?|Creme, tão longe assim nas montanhas?
264|Speech (Player)|It's frozen now.|Está congelado agora.
265|Speech (Player)|Trees are the only living things that can tolerate this climate.|As árvores são os únicos seres vivos que podem tolerar esse clima.
266|Speech (Player)|Who has been cutting down trees?|Quem cortou as árvores?
267|Speech (Player)|No one has been up here for years...|Ninguém esteve aqui por anos...
268|Speech (Player)|It's good to feel warmth again.|É bom sentir calor de novo.
269|Speech (Player)|The sooner I get out of here the better.|Quanto mais cedo eu sair daqui, melhor.
270|Speech (Player)|Past this gate leads to the outskirts...  It appears to be locked with a chain.|Passado este portão chego aos arredores... Parece estar trancado com uma corrente.
271|Speech (Player)|I'll need to find something to break the chain with.|Preciso encontrar algo para quebrar a corrente.
272|Speech (Player)|I think I'm going to be sick...|Eu acho que vou ficar doente ...
273|Speech (Player)|Ok, I think I'm safe...|Ok, acho que estou seguro...
274|Speech (Unit 437)|Farewell.|Despedida.
275|Speech (Unit 437)|I am chopping down wood for the masters fire.|Estou cortando madeira para o fogo dos mestres.
276|Speech (Unit 437)|I must cook the master some food before dawn.|Devo cozinhar ao mestre algum alimento antes do amanhecer.
277|Speech (Player)|Got it!|Consegui!
278|Speech (Player)|I should find my night vision camera before going to the outskirts.|Eu deveria encontrar minha câmera de visão noturna antes de ir para os arredores.
279|Speech (Unit 437)|That is correct.|Está correto.
280|Speech (Player)|Oh my god, is that an eyeball?|Ai meu deus, isso é um globo ocular?
281|Speech (Player)|I can't help but to think it's watching me...|Não posso deixar de pensar que está me observando...
282|Speech (Unit 437)|So be it, once the master finds out you're gone it will hunt you down and kill you.|Que assim seja, uma vez que o mestre descobrir que você se foi, vai caçar você e matá-lo.
283|Speech (Player)|Huh, an old pipe... Maybe I can use it to break open the chain on the gate.|Huh, um tubo antigo... Talvez eu possa usá-lo para abrir a corrente no portão.
284|Speech (Unit 437)|Yes, I believe you dropped it when the master took you.|Sim, acreditor que você deixou cair quando o mestre o levou.
285|Speech (Player)|Uh... Hello...|Uh... Olá...
286|Speech (Unit 437)|Greetings.|Saudações.
287|Speech (Unit 437)|Come... with you? The master will not like that at all.|Ir... com você? O mestre não gostará disso
288|Speech (Unit 437)|I failed my directives once, I will not fail them again.|Eu falhei minhas diretrizes uma vez, não as falharei novamente.
289|Speech (Unit 437)|Once the master finds out you're gone, it will hunt you down and kill you.|Uma vez que o mestre descobre que você se foi, vai caçar você e matá-lo.
290|Speech (Unit 437)|You will be, I'm afraid. Don't worry, I can make a very nice salsa. You will die, but will taste very good!|Receio que você será. Não se preocupe, posso faz uma salsa muito boa. Você vai morrer, mas irá ter um gosto muito bom!
291|Speech (Player)|Where am I?|Onde estou?
292|Speech (Unit 437)|I am Unit 437, a security droid created by the machines.|Eu sou Unidade 437, um robô de segurança criado pelas máquinas.
293|Speech (Unit 437)|My original directive was to kill the master before it escaped from the main land.|Minha diretriz original era matar o mestre antes que ele escapasse da terra principal.
294|Speech (Unit 437)|However, once I encountered the master I knew I was not capable of defeating it.|No entanto, uma vez que encontrei o mestre, sabia que não era capaz de vencê-lo.
295|Speech (Unit 437)|...I'm not very good at my job.|...Não sou muito bom no meu trabalho.
296|Speech (Unit 437)|At that point I knew I only had two choices.  To serve, or be destroyed.|Naquele momento eu sabia que só tinha duas escolhas. Servir, ou ser destruído.
297|Speech (Unit 437)|I chose to serve.|Eu escolhi servir.
298|Speech (Unit 437)|Now my directive is to build fires to keep the master warm.|Agora, minha diretriz é criar incêndios para manter o mestre quente.
299|Speech (Unit 437)|I also cook the masters meals.  I keep the master alive.|Também cozinho as refeições do mestre. Eu mantenho o mestre vivo.
300|Speech (Player)|I need to get out of here before I become food.|Preciso sair daqui antes de me tornar comida.
301|Speech (Unit 437)|If you leave I'll have to inform the master that death is an inconvenience for you.|Se você sair, eu vou ter que informar ao mestre que a morte é um inconveniente oara você.
302|Speech (Unit 437)|The master will be very angry.|O mestre ficará muito bravo.
303|Speech (Unit 437)|Please, the master will destroy me if it found out I let you go.|Por favor, o mestre vai me destruir se descobrir que eu deixei você ir.
304|Speech (Unit 437)|Tomorrow you will be chopped up and cooked for the master to eat.|Amanhã você será cortado e cozinhado para que o mestre coma.
305|Speech (Player)|At last, my night vision camera...|Até que enfim, minha câmera de visão noturna...
306|Speech (Player)|Oh no, it looks like the lens cracked when I dropped it.|Ah não, parece que as lentes se quebraram quando eu a deixer cair.
307|Speech (???)|...............|...............
308|Hotspot|Gate|Portão
309|Hotspot|Fire|Fogo
310|Hotspot|Eyeball|Globo Ocular
311|Hotspot|Tubo|Tubo
312|Hotspot|Bloody Remains|Restos Sangrentos
313|Hotspot|Raw Meat|Carne Crua
314|Hotspot|Bloody Remains|Restos Sangrentos
315|Hotspot|Custard Splat|Splat de Creme
316|Hotspot|Trees|Árvores
317|Hotspot|Stump|Toco
318|Hotspot|Stump|Toco
319|Hotspot|Droid|Robô
320|DialogueOption|[Go Left]|[Ir para Esquerda]
321|DialogueOption|[Go Right]|[Ir para Direita]
322|DialogueOption|[Go Left]|[Ir para Esquerda]
323|DialogueOption|[Go Right]|[Ir para Direita]
